id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
11160,1877,118,7,2,1,1,2021-01-07 04:52:32+00,,
11161,1877,721,4,3,5,0,2021-01-07 05:06:16+00,,
11162,1877,729,4,3,5,0,2021-01-07 05:06:16+00,,
11163,1877,272,4,3,1,0,2021-01-07 05:06:16+00,,
11164,1877,142,4,3,1,0,2021-01-07 05:06:16+00,,
11165,1877,730,4,3,5,1,2021-01-07 05:06:16+00,,
11166,1877,271,4,3,2,0,2021-01-07 05:06:16+00,,
11167,1877,273,4,3,3,0,2021-01-07 05:06:16+00,,
11168,1877,274,4,3,4,0,2021-01-07 05:13:58+00,,
11169,1877,657,4,3,3,1,2021-01-07 05:13:58+00,,
11170,1877,753,4,3,4,0,2021-01-07 05:13:58+00,,
11171,1877,253,4,3,4,0,2021-01-07 05:13:58+00,,
11172,1877,272,4,3,1,0,2021-01-07 05:13:58+00,,
11173,1877,729,4,3,5,1,2021-01-07 05:13:58+00,,
11174,1877,735,4,3,2,0,2021-01-07 05:13:58+00,,
11175,1877,787,7,2,3,0,2021-01-07 05:36:38+00,,
11176,1877,665,7,2,1,1,2021-01-07 05:36:38+00,,
11177,1877,798,7,2,7,1,2021-01-07 05:36:38+00,,
11178,1877,788,7,2,5,1,2021-01-07 05:36:38+00,,
11179,1877,614,7,2,7,1,2021-01-07 05:36:38+00,,
11180,1877,793,7,2,1,0,2021-01-07 05:36:38+00,,
11181,1877,613,7,2,7,1,2021-01-07 05:36:38+00,,
11182,1877,612,7,2,7,1,2021-01-07 05:43:32+00,,
11183,1877,786,7,2,1,1,2021-01-07 05:43:32+00,,
11184,1877,668,7,2,1,1,2021-01-07 05:43:32+00,,
11185,1877,114,7,2,7,1,2021-01-07 05:43:32+00,,
11186,1877,788,7,2,5,1,2021-01-07 05:43:32+00,,
11187,1877,118,7,2,1,1,2021-01-07 05:43:32+00,,
11188,1877,104,7,2,7,0,2021-01-07 05:43:32+00,,
11189,1801,353,10,,3,1,2021-01-07 11:05:01+00,,
11190,1801,335,10,,5,1,2021-01-07 11:05:01+00,,
11191,1801,334,10,,6,1,2021-01-07 11:05:01+00,,
11192,1801,1059,10,,1,1,2021-01-07 11:05:01+00,,
11193,1801,336,10,,6,0,2021-01-07 11:05:01+00,,
11194,1801,1060,10,,1,1,2021-01-07 11:05:01+00,,
11195,1801,331,10,,1,0,2021-01-07 11:05:01+00,,
11196,1835,796,7,2,4,1,2021-01-08 15:20:16+00,,
11197,1835,667,7,2,7,1,2021-01-08 15:20:16+00,,
11198,1835,614,7,2,7,0,2021-01-08 15:20:16+00,,
11199,1835,786,7,2,1,1,2021-01-08 15:20:16+00,,
11200,1835,789,7,2,5,1,2021-01-08 15:20:16+00,,
11201,1835,108,7,2,7,1,2021-01-08 15:20:16+00,,
11202,1835,613,7,2,7,1,2021-01-08 15:20:16+00,,
11203,1834,112,7,,7,0,2021-01-08 15:36:29+00,,
11204,1835,639,18,7,1,1,2021-01-08 15:37:32+00,,
11205,1835,644,18,7,1,1,2021-01-08 15:37:32+00,,
11206,1835,652,18,7,1,1,2021-01-08 15:37:32+00,,
11207,1835,637,18,7,2,0,2021-01-08 15:37:32+00,,
11208,1835,135,18,7,1,1,2021-01-08 15:37:32+00,,
11209,1835,645,18,7,1,0,2021-01-08 15:37:32+00,,
11210,1835,131,18,7,1,0,2021-01-08 15:37:32+00,,
11211,1834,367,7,,3,1,2021-01-08 15:37:49+00,,
11212,1834,520,7,,1,1,2021-01-08 15:40:23+00,,
11213,1834,786,7,,1,1,2021-01-08 15:40:23+00,,
11214,1834,461,7,,3,0,2021-01-08 15:40:23+00,,
11215,1834,104,7,,7,1,2021-01-08 15:40:23+00,,
11216,1834,511,7,,2,1,2021-01-08 15:45:11+00,,
11217,1834,513,7,,1,1,2021-01-08 15:45:11+00,,
11218,1834,798,7,,7,1,2021-01-08 15:45:11+00,,
11219,1834,371,7,,1,0,2021-01-08 15:45:11+00,,
11220,1834,665,7,,1,0,2021-01-08 15:45:11+00,,
11221,1834,794,7,,7,1,2021-01-08 15:45:11+00,,
11222,1834,114,7,,7,0,2021-01-08 15:45:11+00,,
11223,1834,141,18,7,1,0,2021-01-08 15:56:37+00,,
11224,1834,131,18,7,1,0,2021-01-08 15:56:37+00,,
11225,1834,650,18,7,1,0,2021-01-08 15:56:37+00,,
11226,1834,646,18,7,1,0,2021-01-08 15:56:37+00,,
11227,1834,135,18,7,1,-1,2021-01-08 15:56:37+00,,
11228,1834,130,18,7,3,0,2021-01-08 15:56:37+00,,
11229,1834,136,18,7,3,1,2021-01-08 15:56:37+00,,
11230,1834,130,18,7,3,1,2021-01-08 16:02:43+00,,
11231,1834,640,18,7,1,0,2021-01-08 16:02:43+00,,
11232,1834,642,18,7,2,0,2021-01-08 16:02:43+00,,
11233,1834,138,18,7,3,0,2021-01-08 16:02:43+00,,
11234,1834,125,18,7,1,0,2021-01-08 16:02:43+00,,
11235,1834,127,18,7,3,0,2021-01-08 16:02:43+00,,
11236,1834,637,18,7,2,1,2021-01-08 16:02:43+00,,
