id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
1,36,182,14,,1,0,2019-04-18 00:11:32+00,,
2,36,81,14,,2,0,2019-04-18 00:11:32+00,,
3,36,186,14,,2,1,2019-04-18 00:11:32+00,,
4,36,181,14,,2,0,2019-04-18 00:11:32+00,,
5,36,180,14,,1,0,2019-04-18 00:11:32+00,,
6,36,179,14,,1,0,2019-04-18 00:11:32+00,,
7,36,80,14,,2,0,2019-04-18 00:11:32+00,,
8,36,89,18,,4,1,2019-04-18 00:52:09+00,,
9,36,90,18,,2,0,2019-04-18 00:52:09+00,,
10,36,220,18,,3,1,2019-04-18 00:52:09+00,,
11,36,91,18,,2,0,2019-04-18 00:52:09+00,,
12,36,219,18,,2,0,2019-04-18 00:52:09+00,,
13,36,218,18,,3,0,2019-04-18 00:52:09+00,,
14,36,221,18,,4,1,2019-04-18 00:52:09+00,,
15,36,81,14,,2,1,2019-04-18 01:20:21+00,,
16,36,178,14,,1,0,2019-04-18 01:20:21+00,,
17,36,186,14,,2,0,2019-04-18 01:20:21+00,,
18,36,179,14,,1,0,2019-04-18 01:20:21+00,,
19,36,182,14,,1,1,2019-04-18 01:20:21+00,,
20,36,79,14,,2,0,2019-04-18 01:20:21+00,,
21,36,181,14,,2,0,2019-04-18 01:20:21+00,,
22,36,182,14,,1,1,2019-04-18 01:27:04+00,,
23,36,181,14,,2,0,2019-04-18 01:27:04+00,,
24,36,180,14,,1,0,2019-04-18 01:27:04+00,,
25,36,183,14,,1,0,2019-04-18 01:27:04+00,,
26,36,79,14,,2,0,2019-04-18 01:27:04+00,,
27,36,178,14,,1,0,2019-04-18 01:27:04+00,,
28,36,81,14,,2,0,2019-04-18 01:27:04+00,,
29,36,143,4,,4,0,2019-04-18 01:42:55+00,,
30,36,147,4,,1,0,2019-04-18 01:42:55+00,,
31,36,144,4,,4,0,2019-04-18 01:42:55+00,,
32,36,145,4,,1,1,2019-04-18 01:42:55+00,,
33,36,142,4,,1,0,2019-04-18 01:42:55+00,,
34,36,156,16,,2,0,2019-04-18 01:46:02+00,,
35,36,159,16,,2,0,2019-04-18 01:46:02+00,,
36,36,146,16,,1,0,2019-04-18 01:46:02+00,,
37,36,160,16,,1,0,2019-04-18 01:46:02+00,,
38,36,160,16,,1,0,2019-04-18 01:46:05+00,,
39,36,146,16,,1,0,2019-04-18 01:46:05+00,,
40,36,159,16,,2,0,2019-04-18 01:46:05+00,,
41,36,156,16,,2,0,2019-04-18 01:46:05+00,,
55,36,90,18,,2,1,2019-04-18 03:39:29+00,,
56,36,222,18,,4,0,2019-04-18 03:39:29+00,,
57,36,91,18,,2,0,2019-04-18 03:39:29+00,,
58,36,219,18,,2,0,2019-04-18 03:39:29+00,,
59,36,220,18,,3,1,2019-04-18 03:39:29+00,,
60,36,223,18,,4,0,2019-04-18 03:39:29+00,,
61,36,224,18,,4,0,2019-04-18 03:39:29+00,,
68,69,223,18,,4,1,2019-04-18 04:18:01+00,,
69,69,224,18,,4,0,2019-04-18 04:18:01+00,,
70,69,219,18,,2,1,2019-04-18 04:18:01+00,,
71,69,216,18,,3,0,2019-04-18 04:18:01+00,,
72,69,89,18,,4,0,2019-04-18 04:18:01+00,,
73,69,217,18,,4,0,2019-04-18 04:18:01+00,,
74,69,88,18,,3,0,2019-04-18 04:18:01+00,,
121,84,414,5,5,2,0,2019-04-29 16:07:54+00,,
139,92,207,14,,3,0,2019-05-02 07:22:24+00,,
186,126,272,4,3,1,1,2019-05-07 11:14:51+00,,
187,126,97,4,3,1,1,2019-05-07 11:14:51+00,,
188,126,142,4,3,1,0,2019-05-07 11:14:51+00,,
189,126,147,4,3,1,1,2019-05-07 11:14:51+00,,
190,126,273,4,3,3,1,2019-05-07 11:14:51+00,,
191,126,275,4,3,5,1,2019-05-07 11:14:51+00,,
192,126,96,4,3,3,0,2019-05-07 11:14:51+00,,
193,86,329,10,,6,1,2019-05-08 06:36:47+00,,
194,86,326,10,,1,1,2019-05-08 06:36:47+00,,
195,86,342,10,,3,0,2019-05-08 06:36:47+00,,
196,86,331,10,,1,1,2019-05-08 06:36:47+00,,
197,86,328,10,,1,1,2019-05-08 06:36:47+00,,
198,86,332,10,,1,0,2019-05-08 06:36:47+00,,
199,86,336,10,,6,1,2019-05-08 06:36:47+00,,
200,131,178,14,,1,1,2019-05-08 06:46:03+00,,
222,145,327,10,,5,0,2019-05-08 16:17:50+00,,
223,145,326,10,,1,0,2019-05-08 16:17:50+00,,
224,145,336,10,,6,0,2019-05-08 16:17:50+00,,
225,145,295,17,,4,0,2019-05-08 16:20:54+00,,
226,145,302,17,,4,1,2019-05-08 16:20:54+00,,
227,145,297,17,,1,1,2019-05-08 16:20:54+00,,
228,145,305,17,,3,1,2019-05-08 16:20:54+00,,
229,145,316,17,,1,0,2019-05-08 16:20:54+00,,
230,145,303,17,,3,1,2019-05-08 16:20:54+00,,
231,145,489,17,,3,0,2019-05-08 16:20:54+00,,
232,145,485,17,,5,0,2019-05-08 16:28:57+00,,
233,145,491,17,,4,0,2019-05-08 16:28:57+00,,
234,90,145,4,3,1,1,2019-05-08 18:22:35+00,,
235,90,82,4,3,4,1,2019-05-08 18:22:35+00,,
236,90,273,4,3,3,1,2019-05-08 18:22:35+00,,
237,90,97,4,3,1,1,2019-05-08 18:22:35+00,,
238,90,271,4,3,2,1,2019-05-08 18:22:35+00,,
239,90,272,4,3,1,0,2019-05-08 18:22:35+00,,
240,90,274,4,3,4,0,2019-05-08 18:22:35+00,,
262,117,297,17,,1,0,2019-05-14 09:50:10+00,,
263,117,300,17,,2,1,2019-05-14 09:50:10+00,,
264,117,303,17,,3,0,2019-05-14 09:50:10+00,,
265,117,492,17,,2,0,2019-05-14 09:50:10+00,,
266,117,308,17,,5,0,2019-05-14 09:50:10+00,,
267,117,304,17,,3,1,2019-05-14 09:50:10+00,,
268,117,302,17,,4,0,2019-05-14 09:50:10+00,,
269,117,358,10,,5,0,2019-05-14 09:52:40+00,,
270,117,349,10,,4,1,2019-05-14 09:52:40+00,,
271,117,359,10,,2,0,2019-05-14 09:52:40+00,,
272,117,346,10,,1,0,2019-05-14 09:52:40+00,,
273,117,355,10,,5,0,2019-05-14 09:52:40+00,,
274,117,354,10,,3,0,2019-05-14 09:52:40+00,,
275,117,345,10,,5,0,2019-05-14 09:52:40+00,,
276,135,302,17,,4,1,2019-05-15 12:38:00+00,,
277,135,299,17,,4,1,2019-05-15 12:38:00+00,,
278,135,486,17,,2,0,2019-05-15 12:38:00+00,,
279,135,487,17,,3,0,2019-05-15 12:38:00+00,,
280,135,301,17,,4,0,2019-05-15 12:38:00+00,,
281,135,295,17,,4,0,2019-05-15 12:38:00+00,,
282,135,316,17,,1,0,2019-05-15 12:38:00+00,,
283,90,558,25,,3,0,2019-05-15 15:14:40+00,,
284,90,568,25,,3,0,2019-05-15 15:14:40+00,,
285,90,557,25,,4,0,2019-05-15 15:14:40+00,,
286,90,552,25,,2,0,2019-05-15 15:14:40+00,,
287,90,571,25,,2,1,2019-05-15 15:14:40+00,,
288,90,551,25,,1,0,2019-05-15 15:14:40+00,,
289,90,554,25,,2,1,2019-05-15 15:14:40+00,,
290,125,143,4,3,4,1,2019-05-15 15:53:02+00,,
