id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
2507,857,234,18,,4,0,2019-12-04 09:38:20+00,,
2508,857,224,18,,4,0,2019-12-04 09:38:20+00,,
2509,857,376,18,,5,0,2019-12-04 09:38:20+00,,
2510,857,291,18,,3,0,2019-12-04 09:38:20+00,,
2511,856,134,18,,1,0,2019-12-04 09:40:30+00,,
2512,856,216,18,,3,1,2019-12-04 09:40:30+00,,
2513,856,234,18,,4,0,2019-12-04 09:40:30+00,,
2514,856,125,18,,1,0,2019-12-04 09:40:30+00,,
2515,856,603,18,,1,0,2019-12-04 09:40:30+00,,
2516,856,630,18,,1,0,2019-12-04 09:40:30+00,,
2517,857,606,18,,2,0,2019-12-04 09:40:51+00,,
2518,857,416,18,,2,0,2019-12-04 09:40:51+00,,
2519,857,459,18,,4,1,2019-12-04 09:40:51+00,,
2520,857,601,18,,2,0,2019-12-04 09:40:51+00,,
2521,857,453,18,,4,0,2019-12-04 09:40:51+00,,
2522,857,637,18,,2,0,2019-12-04 09:40:51+00,,
2523,857,89,18,,4,0,2019-12-04 09:40:51+00,,
2524,854,89,18,9,4,1,2019-12-04 09:41:56+00,,
2525,854,952,18,9,3,0,2019-12-04 09:41:56+00,,
2526,854,222,18,9,4,0,2019-12-04 09:41:56+00,,
2527,854,225,18,9,3,1,2019-12-04 09:41:56+00,,
2528,854,230,18,9,3,0,2019-12-04 09:41:56+00,,
2529,854,231,18,9,3,0,2019-12-04 09:41:56+00,,
2530,854,88,18,9,3,0,2019-12-04 09:41:56+00,,
2531,866,233,18,9,4,0,2019-12-04 09:46:26+00,,
2532,856,125,18,,1,0,2019-12-04 09:48:04+00,,
2533,856,594,18,,3,0,2019-12-04 09:48:04+00,,
2534,856,129,18,,2,0,2019-12-04 09:48:04+00,,
2535,856,653,18,,2,1,2019-12-04 09:48:04+00,,
2536,856,417,18,,2,1,2019-12-04 09:48:04+00,,
2537,856,622,18,,1,0,2019-12-04 09:48:04+00,,
2538,856,378,18,,5,0,2019-12-04 09:48:04+00,,
2539,857,605,18,,3,0,2019-12-04 09:52:20+00,,
2540,857,452,18,,4,0,2019-12-04 09:52:20+00,,
2541,857,383,18,,3,0,2019-12-04 09:52:20+00,,
2542,857,604,18,,1,0,2019-12-04 09:52:20+00,,
2543,857,431,18,,4,1,2019-12-04 09:52:20+00,,
2544,857,635,18,,3,0,2019-12-04 09:52:20+00,,
2545,857,125,18,,1,0,2019-12-04 09:52:20+00,,
2546,856,244,18,,2,0,2019-12-04 09:52:57+00,,
2547,856,650,18,,1,0,2019-12-04 09:52:57+00,,
2548,856,602,18,,2,1,2019-12-04 09:52:57+00,,
2549,856,313,18,,2,0,2019-12-04 09:52:57+00,,
2550,856,645,18,,1,1,2019-12-04 09:52:57+00,,
2551,856,89,18,,4,0,2019-12-04 09:52:57+00,,
2552,856,453,18,,4,0,2019-12-04 09:52:57+00,,
2553,857,216,18,,3,0,2019-12-04 09:53:35+00,,
2554,857,92,18,,3,0,2019-12-04 09:53:35+00,,
2555,857,137,18,,3,0,2019-12-04 09:53:35+00,,
2556,857,219,18,,2,1,2019-12-04 09:53:35+00,,
2557,857,313,18,,2,0,2019-12-04 09:53:35+00,,
2558,857,246,18,,2,0,2019-12-04 09:53:35+00,,
2559,857,127,18,,3,0,2019-12-04 09:53:35+00,,
2560,857,852,18,,3,1,2019-12-04 09:55:18+00,,
2561,857,607,18,,2,0,2019-12-04 09:55:18+00,,
2562,857,222,18,,4,1,2019-12-04 09:55:18+00,,
2563,857,593,18,,1,0,2019-12-04 09:55:18+00,,
2564,857,444,18,,5,1,2019-12-04 09:55:18+00,,
2565,857,225,18,,3,1,2019-12-04 09:55:18+00,,
2566,857,650,18,,1,0,2019-12-04 09:55:18+00,,
2567,856,129,18,,2,0,2019-12-04 09:58:18+00,,
2568,856,127,18,,3,0,2019-12-04 09:58:18+00,,
2569,856,296,18,,5,-1,2019-12-04 09:58:18+00,,
2570,856,594,18,,3,0,2019-12-04 09:58:18+00,,
2571,856,291,18,,3,1,2019-12-04 09:58:18+00,,
2572,856,234,18,,4,0,2019-12-04 09:58:18+00,,
2573,856,596,18,,1,0,2019-12-04 09:58:18+00,,
2574,856,848,18,,1,0,2019-12-04 10:02:18+00,,
2575,856,90,18,,2,0,2019-12-04 10:02:18+00,,
2576,856,784,18,,5,-1,2019-12-04 10:02:18+00,,
2577,856,635,18,,3,0,2019-12-04 10:02:18+00,,
2578,856,630,18,,1,0,2019-12-04 10:02:18+00,,
2579,856,219,18,,2,0,2019-12-04 10:02:18+00,,
2580,856,653,18,,2,1,2019-12-04 10:02:18+00,,
2581,856,776,18,,2,-1,2019-12-04 10:04:45+00,,
2582,856,234,18,,4,0,2019-12-04 10:04:45+00,,
2583,856,216,18,,3,1,2019-12-04 10:04:45+00,,
2584,856,647,18,,1,1,2019-12-04 10:04:45+00,,
