id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
15981,3012,796,7,2,4,1,2022-09-21 12:31:57+00,,
15982,3012,788,7,2,5,1,2022-09-21 12:31:57+00,,
15983,3012,611,7,2,7,1,2022-09-21 12:31:57+00,,
15984,3012,795,7,2,1,0,2022-09-21 12:31:57+00,,
15985,3012,120,7,2,1,1,2022-09-21 12:31:57+00,,
15986,1274,795,7,2,1,1,2022-09-21 12:42:42+00,,
15987,1274,118,7,2,1,0,2022-09-21 12:42:42+00,,
15988,1274,796,7,2,4,1,2022-09-21 12:42:42+00,,
15989,1274,102,7,2,7,1,2022-09-21 12:42:42+00,,
15990,1274,788,7,2,5,0,2022-09-21 12:42:42+00,,
15991,1274,108,7,2,7,1,2022-09-21 12:42:42+00,,
15992,1274,787,7,2,3,1,2022-09-21 12:42:42+00,,
15993,1274,114,7,2,7,1,2022-09-21 12:59:07+00,,
15994,1274,794,7,2,7,0,2022-09-21 12:59:07+00,,
15995,1274,787,7,2,3,1,2022-09-21 12:59:07+00,,
15996,1274,113,7,2,7,1,2022-09-21 12:59:07+00,,
15997,1274,789,7,2,5,1,2022-09-21 12:59:07+00,,
15998,1274,120,7,2,1,1,2022-09-21 12:59:07+00,,
15999,1274,793,7,2,1,1,2022-09-21 12:59:07+00,,
16000,3002,665,7,2,1,1,2022-09-21 14:25:59+00,,
16001,3002,788,7,2,5,0,2022-09-21 14:25:59+00,,
16002,3002,120,7,2,1,0,2022-09-21 14:25:59+00,,
16003,3002,798,7,2,7,0,2022-09-21 14:25:59+00,,
16004,3002,614,7,2,7,0,2022-09-21 14:25:59+00,,
16005,3002,787,7,2,3,0,2022-09-21 14:25:59+00,,
16006,3002,612,7,2,7,0,2022-09-21 14:25:59+00,,
16007,3002,665,7,2,1,1,2022-09-21 16:19:50+00,,
16008,3002,794,7,2,7,1,2022-09-21 16:19:50+00,,
16009,3002,789,7,2,5,1,2022-09-21 16:19:50+00,,
16010,3002,614,7,2,7,1,2022-09-21 16:19:50+00,,
16011,3002,114,7,2,7,0,2022-09-21 16:19:50+00,,
16012,3002,798,7,2,7,1,2022-09-21 16:19:50+00,,
16013,3002,120,7,2,1,1,2022-09-21 16:19:50+00,,
16014,3002,789,7,2,5,1,2022-09-22 04:38:04+00,,
16015,3002,112,7,2,7,0,2022-09-22 04:38:04+00,,
16016,3002,614,7,2,7,1,2022-09-22 04:38:04+00,,
16017,3002,120,7,2,1,0,2022-09-22 04:38:04+00,,
16018,3002,796,7,2,4,0,2022-09-22 04:38:04+00,,
16019,3002,104,7,2,7,0,2022-09-22 04:38:04+00,,
16020,3002,113,7,2,7,0,2022-09-22 04:38:04+00,,
16021,3002,668,7,2,1,0,2022-09-22 04:42:37+00,,
16022,3002,794,7,2,7,0,2022-09-22 04:42:37+00,,
16023,3002,612,7,2,7,1,2022-09-22 04:42:37+00,,
16024,3002,666,7,2,1,0,2022-09-22 04:42:37+00,,
16025,3002,798,7,2,7,0,2022-09-22 04:42:37+00,,
16026,3002,786,7,2,1,1,2022-09-22 04:42:37+00,,
16027,3002,795,7,2,1,1,2022-09-22 04:42:37+00,,
16028,3002,612,7,2,7,0,2022-09-22 05:21:59+00,,
16029,3002,611,7,2,7,1,2022-09-22 05:21:59+00,,
