id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
22996,3514,1990,4,4,1,1,2025-01-16 13:25:35+00,,
22997,3514,270,4,4,2,0,2025-01-16 13:26:03+00,,
22998,3514,886,4,4,1,0,2025-01-16 13:26:08+00,,
22999,3514,153,4,4,1,0,2025-01-16 13:26:11+00,,
23000,3514,1067,4,4,1,0,2025-01-16 13:26:15+00,,
23001,3514,882,4,4,1,1,2025-01-16 13:26:18+00,,
23002,3514,909,4,4,2,1,2025-01-16 13:26:52+00,,
23003,3514,1030,4,4,3,0,2025-01-16 13:27:01+00,,
23004,3514,1994,4,4,2,0,2025-01-16 13:27:21+00,,
23005,3514,883,4,4,1,0,2025-01-16 13:27:30+00,,
23006,3514,1986,4,4,1,0,2025-01-16 13:27:37+00,,
23007,3514,1990,4,4,1,1,2025-01-16 13:28:09+00,,
23008,3514,885,4,4,2,0,2025-01-16 13:28:23+00,,
23009,3514,1996,4,4,1,1,2025-01-16 13:28:27+00,,
23010,3514,879,4,4,2,1,2025-01-16 13:28:41+00,,
23011,3514,1072,4,4,3,0,2025-01-16 13:28:45+00,,
23012,3514,874,4,4,2,1,2025-01-16 13:51:39+00,,
23013,3514,1075,4,4,3,1,2025-01-16 13:51:50+00,,
23014,3514,873,4,4,4,0,2025-01-16 13:51:53+00,,
23015,3514,269,4,4,3,0,2025-01-16 13:51:58+00,,
23016,3514,1033,4,4,2,0,2025-01-16 13:52:02+00,,
23017,3514,1081,4,4,1,0,2025-01-16 13:52:39+00,,
23018,3514,1067,4,4,1,0,2025-01-16 13:52:53+00,,
23019,3514,148,4,4,1,0,2025-01-16 13:53:05+00,,
23020,3514,886,4,4,1,0,2025-01-16 13:53:09+00,,
23021,3514,912,4,4,1,0,2025-01-16 13:53:12+00,,
23022,3514,883,4,4,1,0,2025-01-16 14:45:49+00,,
23023,3514,882,4,4,1,0,2025-01-16 14:45:53+00,,
23024,3514,176,4,4,1,0,2025-01-16 14:45:57+00,,
23025,3514,148,4,4,1,1,2025-01-16 14:46:00+00,,
23026,3514,881,4,4,2,0,2025-01-16 14:46:03+00,,
23027,3514,880,4,4,1,1,2025-01-16 15:34:50+00,,
23028,3514,270,4,4,2,0,2025-01-16 15:34:55+00,,
23029,3514,886,4,4,1,0,2025-01-16 15:34:58+00,,
23030,3514,153,4,4,1,0,2025-01-16 15:35:00+00,,
23031,3514,882,4,4,1,1,2025-01-16 15:35:04+00,,
23032,3514,265,4,4,2,0,2025-01-16 15:35:24+00,,
23033,3514,912,4,4,1,1,2025-01-16 15:35:29+00,,
23034,3514,1942,4,4,2,0,2025-01-16 15:35:32+00,,
23035,3514,1990,4,4,1,0,2025-01-16 15:35:36+00,,
23036,3514,1067,4,4,1,1,2025-01-16 15:35:40+00,,
23037,3514,887,4,4,2,1,2025-01-16 15:38:12+00,,
23038,3514,1030,4,4,3,0,2025-01-16 15:38:19+00,,
23039,3514,885,4,4,2,0,2025-01-16 15:38:22+00,,
23040,3514,1986,4,4,1,0,2025-01-16 15:38:26+00,,
23041,3514,1996,4,4,1,1,2025-01-16 15:38:30+00,,
23042,3514,879,4,4,2,0,2025-01-16 15:38:46+00,,
23043,3514,880,4,4,1,0,2025-01-16 15:38:50+00,,
23044,3514,912,4,4,1,0,2025-01-16 15:38:53+00,,
23045,3514,176,4,4,1,0,2025-01-16 15:38:56+00,,
23046,3514,1067,4,4,1,0,2025-01-16 15:39:00+00,,
23047,3514,1990,4,4,1,0,2025-01-16 15:40:49+00,,
23048,3514,1081,4,4,1,0,2025-01-16 15:40:52+00,,
23049,3514,1996,4,4,1,0,2025-01-16 15:40:56+00,,
23050,3514,880,4,4,1,0,2025-01-16 15:40:59+00,,
23051,3514,176,4,4,1,0,2025-01-16 15:41:02+00,,
23052,3514,1067,4,4,1,0,2025-01-16 15:41:15+00,,
23053,3514,883,4,4,1,0,2025-01-16 15:41:19+00,,
23054,3514,1986,4,4,1,0,2025-01-16 15:41:24+00,,
23055,3514,1990,4,4,1,0,2025-01-16 15:41:27+00,,
23056,3514,148,4,4,1,0,2025-01-16 15:41:30+00,,
23057,3514,886,4,4,1,0,2025-01-16 15:41:42+00,,
23058,3514,882,4,4,1,0,2025-01-16 15:41:45+00,,
23059,3514,153,4,4,1,0,2025-01-16 15:41:49+00,,
23060,3514,912,4,4,1,0,2025-01-16 15:42:01+00,,
23061,3514,176,4,4,1,1,2025-01-16 15:42:15+00,,
23062,3514,270,4,4,2,0,2025-01-16 15:42:26+00,,
