id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
13763,2427,280,12,12,2,0,2021-08-24 08:21:15+00,,
13764,2427,739,12,12,1,-1,2021-08-24 08:21:15+00,,
13765,2427,1009,12,12,2,1,2021-08-24 08:21:15+00,,
13766,2427,959,12,12,4,0,2021-08-24 08:21:15+00,,
13767,2427,283,12,12,4,1,2021-08-24 08:21:15+00,,
13768,2427,956,12,12,2,1,2021-08-24 08:21:15+00,,
13769,2427,281,12,12,3,1,2021-08-24 08:21:15+00,,
13770,2427,1020,12,12,3,1,2021-08-24 08:39:06+00,,
13771,2427,738,12,12,3,-1,2021-08-24 08:39:06+00,,
13772,2427,962,12,12,1,0,2021-08-24 08:39:06+00,,
13773,2427,959,12,12,4,0,2021-08-24 08:39:06+00,,
13774,2427,965,12,12,1,1,2021-08-24 08:39:06+00,,
13775,2427,1009,12,12,2,1,2021-08-24 08:39:06+00,,
13776,2427,285,12,12,4,1,2021-08-24 08:39:06+00,,
13777,2427,808,12,12,5,0,2021-08-24 23:49:05+00,,
13778,2427,1006,12,12,5,1,2021-08-24 23:49:05+00,,
13779,2427,1022,12,12,1,0,2021-08-24 23:49:05+00,,
13780,2427,750,12,12,5,1,2021-08-24 23:49:05+00,,
13781,2427,751,12,12,2,1,2021-08-24 23:49:05+00,,
13782,2427,809,12,12,2,1,2021-08-24 23:49:05+00,,
13783,2427,806,12,12,4,1,2021-08-24 23:49:05+00,,
13784,2427,804,12,12,1,0,2021-08-25 00:46:12+00,,
13785,2427,1006,12,12,5,1,2021-08-25 00:46:12+00,,
13786,2427,740,12,12,4,0,2021-08-25 00:46:12+00,,
13787,2427,812,12,12,2,1,2021-08-25 00:46:12+00,,
13788,2427,750,12,12,5,1,2021-08-25 00:46:12+00,,
13789,2427,749,12,12,1,1,2021-08-25 00:46:12+00,,
13790,2427,811,12,12,2,1,2021-08-25 00:46:12+00,,
13791,2427,1018,12,12,4,-1,2021-08-25 01:04:27+00,,
13792,2427,748,12,12,2,1,2021-08-25 01:04:27+00,,
13793,2427,1022,12,12,1,-1,2021-08-25 01:04:27+00,,
13794,2427,804,12,12,1,0,2021-08-25 01:04:27+00,,
13795,2427,740,12,12,4,1,2021-08-25 01:04:27+00,,
13796,2427,745,12,12,3,0,2021-08-25 01:04:27+00,,
13797,2427,808,12,12,5,0,2021-08-25 01:04:27+00,,
13798,1890,122,18,7,3,0,2021-08-25 02:57:25+00,,
13799,1890,652,18,7,1,1,2021-08-25 02:57:25+00,,
13800,1890,639,18,7,1,1,2021-08-25 02:57:25+00,,
13801,1890,634,18,7,3,1,2021-08-25 02:57:25+00,,
13802,1890,646,18,7,1,1,2021-08-25 02:57:25+00,,
13803,1890,641,18,7,2,0,2021-08-25 02:57:25+00,,
13804,1890,125,18,7,1,0,2021-08-25 02:57:25+00,,
13805,1890,91,18,9,2,1,2021-08-25 03:40:30+00,,
13806,1890,225,18,9,3,1,2021-08-25 03:40:30+00,,
13807,1890,239,18,9,4,0,2021-08-25 03:40:30+00,,
13808,1890,229,18,9,2,0,2021-08-25 03:40:30+00,,
13809,1890,221,18,9,4,1,2021-08-25 03:40:30+00,,
13810,1890,917,18,9,3,1,2021-08-25 03:40:30+00,,
13811,1890,948,18,9,4,0,2021-08-25 03:40:30+00,,
13812,1890,422,18,10,4,1,2021-08-31 09:19:39+00,,
13813,1890,436,18,10,4,1,2021-08-31 09:19:39+00,,
13814,1890,438,18,10,2,1,2021-08-31 09:19:39+00,,
13815,1890,317,18,10,2,1,2021-08-31 09:19:39+00,,
13816,1890,429,18,10,2,0,2021-08-31 09:19:39+00,,
13817,1890,435,18,10,3,1,2021-08-31 09:19:39+00,,
13818,1890,431,18,10,4,1,2021-08-31 09:19:39+00,,
13819,1890,423,18,10,4,1,2021-08-31 10:11:36+00,,
13820,1890,416,18,10,2,0,2021-08-31 10:11:36+00,,
13821,1890,415,18,10,4,0,2021-08-31 10:11:36+00,,
13822,1890,454,18,10,4,0,2021-08-31 10:11:36+00,,
13823,1890,455,18,10,4,1,2021-08-31 10:11:36+00,,
13824,1890,317,18,10,2,1,2021-08-31 10:11:36+00,,
13825,1890,438,18,10,2,1,2021-08-31 10:11:36+00,,
13826,1890,427,18,10,3,0,2021-09-01 01:13:11+00,,
13827,1890,432,18,10,3,1,2021-09-01 01:13:11+00,,
13828,1890,451,18,10,2,0,2021-09-01 01:13:11+00,,
13829,1890,424,18,10,3,0,2021-09-01 01:13:11+00,,
13830,1890,449,18,10,1,0,2021-09-01 01:13:11+00,,
13831,1890,441,18,10,1,0,2021-09-01 01:13:11+00,,
13832,1890,420,18,10,1,0,2021-09-01 01:13:11+00,,
13833,1890,419,18,10,1,1,2021-09-01 02:09:28+00,,
