id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
18195,2577,1108,26,,4,1,2023-05-14 15:27:38+00,,
18196,2577,1093,26,,3,1,2023-05-14 15:27:38+00,,
18197,2577,1099,26,,4,0,2023-05-14 15:27:38+00,,
18198,2577,1105,26,,1,1,2023-05-14 15:27:38+00,,
18199,2577,1216,26,,3,0,2023-05-14 15:27:38+00,,
18200,2567,1101,26,,4,-1,2023-05-14 15:27:56+00,,
18201,2567,1116,26,,3,0,2023-05-14 15:27:56+00,,
18202,2567,1214,26,,4,0,2023-05-14 15:27:56+00,,
18203,2564,1091,26,,4,-1,2023-05-14 16:24:08+00,,
18204,2564,1215,26,,1,1,2023-05-14 16:24:08+00,,
18205,2564,1214,26,,4,1,2023-05-14 16:24:08+00,,
18206,2564,1107,26,,4,0,2023-05-14 16:24:08+00,,
18207,2564,1252,26,,2,0,2023-05-14 16:24:08+00,,
18208,2564,1119,26,,2,0,2023-05-14 16:24:08+00,,
18209,2564,1216,26,,3,1,2023-05-14 16:24:08+00,,
18210,2567,1108,26,,4,1,2023-05-14 16:41:01+00,,
18211,2567,1094,26,,2,0,2023-05-14 16:41:01+00,,
18212,2567,1097,26,,3,0,2023-05-14 16:41:01+00,,
18213,2567,1089,26,,3,0,2023-05-14 16:41:01+00,,
18214,2567,1107,26,,4,1,2023-05-14 16:41:01+00,,
18215,2567,1102,26,,4,1,2023-05-14 16:41:01+00,,
18216,2567,1251,26,,1,1,2023-05-14 16:41:01+00,,
18217,3313,1252,26,,2,1,2023-05-15 12:20:39+00,,
18218,3313,1096,26,,1,-1,2023-05-15 12:20:39+00,,
18219,3313,1107,26,,4,-1,2023-05-15 12:20:39+00,,
18220,3313,1117,26,,2,-1,2023-05-15 12:20:39+00,,
18221,3313,1113,26,,4,-1,2023-05-15 12:20:39+00,,
18222,3313,1118,26,,4,0,2023-05-15 12:20:39+00,,
18223,3313,1103,26,,3,0,2023-05-15 12:20:39+00,,
18224,3313,1113,26,,4,0,2023-05-15 13:17:31+00,,
18225,3313,1086,26,,3,0,2023-05-15 13:17:31+00,,
18226,3313,1115,26,,1,1,2023-05-15 13:17:31+00,,
18227,3313,1087,26,,4,1,2023-05-15 13:17:31+00,,
18228,3313,1095,26,,1,0,2023-05-15 13:17:31+00,,
18229,3313,1116,26,,3,1,2023-05-15 13:17:31+00,,
18230,3313,1100,26,,4,1,2023-05-15 13:17:31+00,,
18231,2999,755,5,6,4,-1,2023-05-15 16:36:48+00,,
18232,2999,525,5,6,1,1,2023-05-15 16:36:48+00,,
